text,text_clean,sentiment
Untuk kip pemilihan jurusannya bebas atau ada jurusan tertentu saja? Dan kalau mau milih jurusan dari ipa ke jurusan soshum bisa ga ya? Rapotku ipa soalnya,kip pilih jurus bebas jurus milih jurus ipa jurus soshum ya rapotku ipa,pos
Kak mau nanya klo di website kip kuliah kita tidak ada format uplod foto keadan rumah berarti kita tidak usah prinscren taoi langsung foto aja ya kak?,kak situs kip kuliah format uplod foto adan rumah prinscren taoi langsung foto ya kak,neu
Untuk lulusan tahun 2020 bisa daftar kak?,lulus daftar kak,neu
Kak maaf mau tanya untuk suket penghasilan ortu itu minta ke keluraha atau gimana kak gak faham ,kak maaf suket hasil ortu keluraha kak faham,pos
Kak itu print screen depan rumah di wibsite KIP aq nggk ada kak soalnya udah terdata di dtks gimana dong kak ,kak print screen rumah wibsite kip kak data dtks kak,neu
Disana itu berapa persen pendaftaran kipk diterima ya kak? ,sana persen daftar kipk terima ya kak,pos
Kalau di kip sudah terdaftar di dtks kan ngga ada lampirkan foto rumah dll itu gimana ya??,kip daftar dtks lampir foto rumah lain ya,neu
Bayar biaya pendaftaran nya ga ya kak,bayar biaya daftar nya ya kak,neu
Ya alloh semoga cepet jodohi mereka berdua  ..aamiin .,ya alloh moga cepat jodoh dua aamiin,pos
DC n DC MUSIK SUPER  POLL....jogja,dc n dc musik super polljogja,pos
"Kemistri hepy deny ok banget ..ga di buat "" (natural )",mistri hepy deny ok banget natural,neu
mas deni ro mb hepi pasangan yg oke banget,mas den ro mbak hepi pasang oke banget,neu
"Udinus selera humornya bagus dan tidak baperan. Kelak anak saya, saya kulyahin di udinus...mantap udinus",udinus selera humor bagus baperan kelak anak kulyahin udinusmantap udinus,pos
FIX TAUN DEPAN GW MASUK UDINUS! Terbukti solidaritas pertemanan Udinus  sangat kuat #SaveUdinus #SaveKursiMieAyam,fix masuk udinus bukti solidaritas teman udinus kuat,pos
"Gara gara kalian berdua, dimanapun kalau dengar udinus, jadi ketawa sendiri.",gara gara dua mana dengar udinus tertawa,neu
Udinus selera humornya bagus dan teamwork ya juga keren besok anak sana saya kuliahkan di ITS sadja ,udinus selera humor bagus teamwork ya keren besok anak kuliah sadja,pos
Kalah di permainan tapi menang di hati para roaster Udinus ,kalah main menang hati roaster udinus,pos
"terimakasih ghozali dan arhan pratama, karena kalian sekarang kalau kita search Udinus di YT isinya udah bukan lagi roastingan coki muslim",terimakasih ghozali arhan pratama search udinus yt isi roastingan cok muslim,neu
"Jadikan udinus sebagai guest team nanti di grand final
#saveudinus",jadi udinus guest team grand final,neu
"I see UDINUS, I click. #SAVEUDINUS",see udinus click,neu
coba deh buat acara University visit bakal seru tuh apalagi kalo ke udinus wkwkw,coba deh acara university visit seru tuh udinus wkwkw,neu
Salutt sihh sama temen temen dari udinusss.. di roosting terusss tapii g d bawa hatii... Good.. terbaikk...,salutt sihh temen temen udinus roosting tapi bawa hati good terbaikk,pos
Garagara ini udinus rencana bakal bangun parkiran 4 lantai  AKU CINTA UDINUS ,garagara udinus rencana bangun parkir lantai cinta udinus,pos
Selera humornya udinus bagus ini. Tidak baperan wkwkwkwkkwkw.,selera humor udinus bagus baperan wkwkwkwkkwkw,pos
"Apa cuma  gw, yg gk main game tapi nonton ginian",main game nonton ginian,neu
Ini dia yang saya tunggu2 terima kasih liga game..saya cinta channel anda ,tunggu terima kasih liga gamesaya cinta channel,pos
Apa cuma gw yg subscribe liga game utk nonton roasting dan bacotan nya coki muslim.. asli cocok banget jadi caster game haha,subscribe liga game nonton roasting bacot nya cok muslim asli cocok banget caster game haha,pos
"mereka berdua seperti ibu"" yg berunding di sore hari dengan pembahasan urusan orang.  hidup ibu""",dua runding sore bahas urus orang hidup,neu
Aku merasa bahagia selama ini jadi bagian udinus,bahagia udinus,pos
UI UNPAD UGM bakal kalah tenar sama Udinus di 2019 ,ui unpad ugm kalah tenar udinus,neg
"Cukup telat buat ane kuliah lagi tp pasti ane saranin adek ane lulus tahun depan kuliah di udinus ..
Mantap udinus ",telat kuliah saranin adek lulus kuliah udinus mantap udinus,neu
Gara2 coki & muslim gw sampe nyari UDINUS di google maps cuma buat liat lahan parkirnya,gara cok muslim nyari udinus google maps lihat lahan parkir,neu
Udinus harus mengangkat pak maaruf sebagai dosen sastra jepang,udinus angkat maaruf dosen sastra jepang,pos
"Ini kalo kompetisi standup, udinus pasti dapet call back",kompetisi standup udinus dapet telepon back,neu
UDINUS = sumber adsense ligagame,udinus sumber adsense ligagame,neu
"Banyakin lg min yg kyk gini, video full yg 5 jam"" itu cariin pas roastingnya aj om ",banyakin min video full jam cariin pas roastingnya om,neu
"Cok slim grebek kampus udinus, lumayan konten mli",cok slim grebek kampus udinus lumayan konten mli,pos
"Nice opening song Pak Budi ..
Klo bisa jadiin backsound pas Ada yg throw di match Dota ..",nice opening song budi jadiin backsound pas throw match dota,neu
"""Tidak ada anak udinus yang di DO selama pembuatan vidio ini""

Ya jangan sampe kena DO lah min, kasihan mereka :')",anak udinus buat video ya kena min kasihan,neg
"ketika para caster ini punya cucu,cucunya menanyakan udinus ke kakeknya.kakeknya langsung menjelaskan banyak hal tentang udinus.....................""udinus selalu dihati""    cchaakkkzs",caster cucucucunya udinus kakeknyakakeknya langsung udinusudinus hati cchaakzs,pos
Mahasiswa Udinus mari satukan kekuatan,mahasiswa udinus mari satu kuat,pos
Tiap jam segini upload. Mantap kuota malam gue bermanfaat,jam gin upload mantap kuota malam manfaat,pos
"Setelah setahun yg lalu ikut tertawa dg roatingan udinus, th ini saya masuk kesana haaaa~",tahun tertawa roatingan udinus th masuk kesana ha,neu
bring UDINUS back !,bring udinus back,neu
"Gara"" Coki Muslim entah knp klo gw denger kata UDINUS bawaannya pen ngakak mulu bgsd :v",gara cok muslim denger udinus bawa pen tertawa mulu bgsd v,neu
"gw klo ngampus siang, selalu ga dapet parkiran, memang udinus parkiran sempit, udah main dota kursinya kursi mie ayam.",pergi kampus siang dapet parkir udinus parkir sempit main dota kursi kursi mie ayam,neg
"Yg ngomongin Suroto dibikin konten dong, anak kecil imut nama Suroto ",ngomongin suroto bikin konten anak imut nama suroto,pos
"Callback UDINUS lah nanti sebelum game final, Adain all star vs UDINUS 3 member + coki tretan open mic all",callback udinus game final adain star vs udinus member cok tretan open mic,neu
"Di chat sama dosen psikologi
""Kamu anak angkat.""
Wkwkwkwkwkwkwwkwkwkwkk",chat dosen psikologi anak angkat wkwkwkwkwkwkwwkwkwkwkk,pos
Pak rektor edi nur sasongko tolong panggil mereka berdua ke udinus demi keamanan bersama,rektor edi nur sasongko tolong panggil dua udinus aman,pos
bang coki muslim mending bikin konten di mli survei lokasi lahan parkir udinus. manteb tuh. niar kita kita tahu yg sebenarnya,bang cok muslim mending bikin konten mli survei lokasi lahan parkir udinus mantap tuh niar,neu
Menjaring para pengguna internet menengah kebawah dengan mengunggah tayangan pada dini hari. Pasti yang nonton pake fb lite.,jaring guna internet tengah bawah unggah tayang nonton pakai fb lite,neu
Sepertinya Muslim sudah mulai nyaman menggunakan bandana ahha ~,muslim nyaman bandana ahha,pos
SAVE UDINUS. KASIHAN UDINUS.,save udinus kasihan udinus,neg
#SaveUDINUS UDINUS GO INTERNASIONAL,udinus go internasional,neu
"Sayang sekali tadi Big match gaada Coki muslim , besok besok Coki muslim wajib dateng wajib",sayang big match cok muslim besok besok cok muslim wajib wajib,pos
4:03 ngebayangin rektor bu margianti war dota sama kampus tetangga wkwkwkwkkwwk,bayang rektor bu margianti war dota kampus tetangga wkwkwkwkkwwk,neu
Tanpa coki dan muslim  UDINUS cuma Team Dota Kampus biasa yang kalah turney,cok muslim udinus team dota kampus kalah turney,neg
"Kabarnya udinus akan membeli tugu muda semarang untuk dijadikan lahan parkir 
#hiyahiyahiya",kabar udinus beli tugu muda semarang jadi lahan parkir,pos
Udinus selalu dihati,udinus hati,pos
Sebenarnya gua gak ngerti dota 2 tapi gara gara casternya para penista jadi auto nonton.,ngerti dota gara gara casternya nista auto nonton,neu
Saya cinta Udinus ,cinta udinus,pos
Suka banget sama udinus ini anjir wkwkwkwk,suka banget udinus anjir wkwkwkwk,neu
"Semoga tmbah bnyak subscribe ny ligagame  , amin..",moga bnyak subscribe ny ligagame amin,neu
Intro membuat pikiranku tenang wkwkwk,intro pikir tenang wkwkwk,pos
Tambah CSGO buat IEL Season 2 dong bro,csgo iel season bro,neu
udinus selalu di hati aku cinta udinus #ultrasudinus,udinus hati cinta udinus,pos
Udinus won our heart,udinus heart,neu
sejak nonton ini gw jadi tau UDINUS..,nonton tau udinus,neu
Apa cuman gua yang ga main dota tapi nonton ini?,main dota nonton,neu
kalo pengen ikut ngisi acara band.  sing d hubungi sopo saiki.  aku yo alumnus iki.  wkkkk,isi acara band sing hubung sopo ya alumnus wk,neu
Ft paling heboh,ft heboh,neu
Coki muslim ga diundang?,cok muslim undang,neu
"Mas persyaratan dinus inside nanti dikasih link ya?atau di informasikan ke siapa
Camaba soalnya hehe masi bingung",mas syarat nus inside kasih taut yaatau informasi camaba hehe bingung,neg
"Saya bangga ank saya lulusan UDIUNUS dan sekarang sdj bekerja di Sekda trimakasih bp Eddy sasongko , jayalah selalu UDIUNUS",bangga ank lulus udiunus sdj sekda trimakasih bp eddy sasongko jaya udiunus,pos
Kelingan jaman wisuda bien taun 2011,keling jaman wisuda bien,neu
1:07:57 om ku,om ku,neu
Untuk wisuda periode 68 kok gak ada?,wisuda periode,neu
Kok wisuda 68 gak ada?,wisuda,neu
dkv nya yang warna apa ya,dkv nya warna ya,neu
Mantap... ,mantap,neu
Pakai engine apa ya?,pakai engine ya,neu
Akan berbondong-bondong setiap civitas akademik memberikan beasiswa kepada anak didiknya yang berprestasi. Salah satunya citra lembaga akan terlihat lebih bagus oleh masyarakat. ,berbondongbondong civitas akademik beasiswa anak didik prestasi salah satu citra lembaga bagus masyarakat,pos
Anak anak muda yg berprestasi wajib Pemda nya kasih hadiah sebanyak banyak nya ..buat motivasi yg lain .. 🇮🇩🇮🇩🇮🇩️️,anak anak muda prestasi wajib pemda nya kasih hadiah nya motivasi,pos
Harus di apresiasi setinggi tingginya... Biar di conto generasi anak muda di seluruh tanah air...!,apresiasi tinggi biar conto generasi anak muda tanah air,pos
"Makasih coach STY dan gen z berkat kalian arhan banyak rezeki, mantap semakin sukses ARHAN ",terimakasih latih sty gen z berkat arhan rezeki mantap sukses arhan,pos
"Mantap,menghargai atlet yg berprestasi,semoga jd motivasi bt atlet yg lain.",mantapmenghargai atlet berprestasisemoga motivasi bt atlet,neu
Alhamdulillah sekarang para atlet sudah dihargai sebagaimana mestinya...,alhamdulillah atlet harga mesti,pos
"Selamat buat Arhan, semoga berkah.. 
Dan ingat jangan Star Syndrome, tetap membumi, tingkatkan kemampuan agar tidak cepat layu.",selamat arhan moga berkah star syndrome bumi tingkat mampu cepat layu,pos
"mantap, terharu saya, sudah sewajarnya yang berprestasi diapresiasi secara pantas",mantap haru wajar prestasi apresiasi,pos
"Sukses terus untuk arhan, karena era sekarang zamannya tehnologi juga banyak2 belajar bahasa asing",sukses arhan era zaman tehnologi ajar bahasa asing,neu
"Bedakan apresiasi dan orang yang ingin berkembang dengan tidak,bisa kita lihat ini adalah kegiatan positif dan arhan sebisa mungkin memberi yang terbaik buat Timnas Indonesia",beda apresiasi orang kembang tidakbisa lihat giat positif arhan bisa baik tim nasional indonesia,pos
Mantap para pembina dan pemda daerah selalu suport tanpa mereka tidak akan maju .,mantap bina pemda daerah suport maju,pos
"Jdi Motivasi buat anak"" mudah dmn aja berada ... ️ Olahraga",motivasi anak mudah mana olahraga,pos
Wau.🇲🇨🇲🇨,wau,neu
Wahhh... bagus tuh.. pemain sepak bola dapat beasiswa kuliah.. mantap betul..,bagus tuh main sepak bola beasiswa kuliah mantap,pos
"Assallamualaikum bangga la walau bru seasia walaupun ga juarapun rezeki anak Desa , Allah itu Adil kok setiap anak ada rezekinya msing masing asal mau brusaha ga kenal nenyerah?dri pada jdi anak yg brguna ?bnyk diluar Sana anak jdi nakal.gd lucky arhan.",assallamualaikum bangga la seasia juara rezeki anak desa allah adil anak rezeki msing brusaha kenal nenyerahdri anak brguna luar anak nakalgd lucky arhan,pos
Wah sekarang timnas seprti bintang kelas dunia semakin viral aja semoga tambah smngat ya,tim nasional seprti bintang kelas dunia viral moga smngat ya,neu
Wuisss juglingnya Arhan lebih bagus dari lord bretwet dan Theo Hernandez waktu perkenalan Real Madrid.,wuis juglingnya arhan bagus lord bretwet theo hernandez kenal real madrid,pos
Sukses selalu,sukses,pos
"langsung di kasih gelar sarjana olah raga saja, tidak perlu kuliah, mekaten nggih Pak Rektor?",langsung kasih gelar sarjana olah raga kuliah mekaten iya rektor,neu
"Alhamdulillah ,,,",alhamdulillah,pos
Kalo bisa berkarir di Eropa supaya sllu di panggil timnas,berkarir eropa sllu panggil tim nasional,neu
atlet semarang asli dibikin ngiri,atlet semarang asli bikin ngiri,pos
Alhamdulillah,alhamdulillah,pos
Alhamdulilah dapat prestasi dan lebih bagus lg ..,alhamdulillah prestasi bagus,pos
Siapa sangka ricky kambya juga serjana,sangka ricky kambya serjana,neu
Jgn sampai terlena,lena,neu
nah gtuh dong angkat yang beprestasi,gtuh angkat beprestasi,pos
"jangan terlalu aktif di medsos , nanti karirnya bisa hancur diusia muda.mending fokus dulu ke karir sepak bola",aktif medsos karirnya hancur usia mudamending fokus karir sepak bola,neg
Tas nya lospesen,tas nya lospesen,neu
"Ntar kuliahnya gimn, katanya mau ke klub Korea",kuliah gimn klub korea,neu
"https://youtu.be/dsSNRcjyUVI
Oh ini cewek baru arhan",oh cewek arhan,neu
Arhan Mulu yng lain kasian..kan semua kerja sama tim,arhan mulu kasiankan kerja tim,neu
Jadi males ah auto unfollow,malas ah auto unfollow,neg
Gedung G nih,gedung nih,neu
Psis sekarang main ya?,psis main ya,neu
"Terlalu berlebihan ,menjadikan anak ini jumawa ...kasian kamu nak ...padahal masih minim prestasi",jadi anak jumawa kasihan nak minim prestasi,neu
"Kasian Anhar baru prestasi Asean  aja engga juara, udah di elu"" kan kaya juara dunia aja.Takut jadi gede kepala ujung"" nya prestasinya jd melorot.",kasihan anhar prestasi asean juara kaya juara dunia ajatakut kepala ujung nya prestasi lorot,pos
Mantappp boss kuh salam gotong royong pemula silah kan kumpul kita ngopi bersama,mantap boss kuh salam gotong royong mula silah kumpul ngopi,neu
Selamat dan Sukses Selalu.... Aamiin,selamat sukses aamiin,pos
Makasi udinus dinus ini sya pribadi nama sya juga dinus maka sya afresiasi kampus udinus dinus ini,makas udinus nus pribadi nama nus afresiasi kampus udinus nus,neu
Ada kakak ku ,kakak ku,neu
Keren,keren,pos
Bikin konten musik lagi doonggg,bikin konten musik doong,neu
🖒 mantap!!!,mantap,neu
"Wah ada band jepara yg jejepangan... Ak juga dr jepara, cmn skrg udh d jogja.  Semoga bs ketemu",band jepara jejepangan jepara cmn jogja moga ketemu,neu
Keren mantap,keren mantap,pos
keren mang ,keren mang,pos
Keren banget kak,keren banget kak,pos
"Wah keren, pasti menang",keren menang,pos
unchh .mantap,unchh mantap,neu
"Gegeh 
Subsback dong kakak :v",gegeh subsback kakak v,neu
Nyimak :v,nyimak v,neu
"Btw bsk k udinus ? Minggu?
Klo iya bs ketemu, ak jga ikut band competition... ada yg ak contact?",ngomong ngomong besok k udinus minggu iya ketemu band saing kontak,neu
MNTL,mntl,neu
gak lolos wkwkwkwk ,lolos wkwkwkwk,neu
Pertamax,pertamax,neu
"Masya Allah, luar biasa konsistensi perjuangan mas Ghozali",masyaallah allah konsistensi juang mas ghozali,neu
"Konsisten dengan caranya, Hebat.",konsisten hebat,pos
"Kl emang udah rejeki, gk akan kemana...hihi..",kl emang rejeki kemanahihi,neu
kereennn....,kereen,neu
Keren bang,keren bang,pos
Kok bisa ada yg mau beli rezeky emang gak kmn2,beli rezeky emang mana,neu
"Untuk mas deni yang saya banggakan , trimakasih atas lagu dan music nya yang membuat saya senang sedih dan bahagia , mas deni adalah sosok generasi impian dari paraa sesepuh jawa ..  doa dan harapan saya untuk mas deni dan semua kru  ,, semoga sukses dan semakin sukses...AamiiN",mas den bangga trimakasih lagu musik nya senang sedih bahagia mas den sosok generasi impi paraa sepuh jawa doa harap mas den kru moga sukses suksesaamiin,pos
"Denny Caknan always juara ! Bassist ama drummer nya puooollllll ,",denny caknan juara bassist drummer nya puol,pos
Masya Allah! Luar biasa ya pnggmar mz .Deny bnyak skli bktinya pnnton ful di lpngan br dsak2an sukses ya mdh2an pnggmar kian lma kian brtmbh amin! YRA,masyaallah allah ya pnggmar mas deny bnyak skli bktinya pnnton ful lpngan br dsakan sukses ya mdhan pnggmar kian kian brtmbh amin yra,pos
"i'm from africa, i love deny caknan",im africa love deny caknan,neu
DC musik sedang juara juaranya !! mantep ,dc musik juara juara mantap,pos
"Joss bro   udah jadi artis gak sombong, bangga  sama kmu",joss bro artis sombong bangga,neu
Kereenn denny caknan..full nonton nih..sukses y mas...,kereenn denny caknanfull nonton nihsukses mas,neu
